id,created_at,resolved_at,hold_hours,token,direction,trade_type,kronos,conviction,archetype,edge_source,leverage,entry_price,stop_loss,tp1_price,tp2_price,tp3_price,exit_price,outcome,pnl_pct,planned_risk_pct,realized_R
970,2026-04-27T22:02:56,2026-04-28T22:03:22,24.01,DOGE,LONG,,false,23,,,2x,0.097934,0.0965,0.1004,,,0.09959898,EXPIRED_WIN,1.7001,1.4643,1.161
1006,2026-04-28T23:28:26,2026-04-28T23:29:24,0.02,SEI,LONG,,false,46,,,3x,0.06288,0.0596,0.0684,,,0.0596,SL_HIT,-5.2163,5.2163,-1
1009,2026-04-29T00:21:14,2026-04-29T00:21:42,0.01,ONDO,LONG,,false,56,,,3x,0.28,0.266,0.3034,,,0.266,SL_HIT,-5,5,-1
971,2026-04-28T01:07:02,2026-04-29T01:07:59,24.02,DOGE,LONG,,false,30,,,2x,0.098979,0.0975,0.1015,,,0.09998997,EXPIRED_WIN,1.0214,1.4943,0.6835
972,2026-04-28T01:07:13,2026-04-29T01:07:59,24.01,HBAR,LONG,,false,49,,,2x,0.089519,0.0882,0.0918,,,0.08902002,EXPIRED_LOSS,-0.5574,1.4734,-0.3783
974,2026-04-28T01:09:44,2026-04-29T01:09:59,24,ONDO,SHORT,,false,41,,,2x,0.26656,0.2723,0.2569,,,0.26419002,EXPIRED_WIN,0.8891,2.1534,0.4129
975,2026-04-28T01:10:32,2026-04-29T01:10:59,24.01,WIF,SHORT,,false,46,,,2x,0.17699,0.181,0.1703,,,0.17856503,EXPIRED_LOSS,-0.8899,2.2657,-0.3928
1015,2026-04-29T02:21:38,2026-04-29T02:22:35,0.02,SEI,LONG,,false,56,,,3x,0.06288,0.0595,0.0686,,,0.0595,SL_HIT,-5.3753,5.3753,-1
1016,2026-04-29T02:21:38,2026-04-29T02:22:35,0.02,ONDO,LONG,,false,51,,,3x,0.28,0.267,0.3016,,,0.267,SL_HIT,-4.6429,4.6429,-1
981,2026-04-28T17:12:18,2026-04-29T15:03:41,21.86,DOGE,LONG,,false,40,,,2x,0.09976,0.0983,0.1023,,,0.1023,TP1_HIT,2.5461,1.4635,1.7397
990,2026-04-28T18:24:40,2026-04-29T15:03:41,20.65,AAVE,LONG,,false,42,,,2x,97.068,94.579,101.216,,,94.579,SL_HIT,-2.5642,2.5642,-1
994,2026-04-28T19:12:22,2026-04-29T15:03:41,19.86,DOGE,LONG,,false,36,,,2x,0.099392,0.0979,0.1019,,,0.1019,TP1_HIT,2.5233,1.5011,1.681
1001,2026-04-28T21:37:09,2026-04-29T15:03:41,17.44,DOGE,LONG,,false,30,,,2x,0.099391,0.0979,0.1019,,,0.1019,TP1_HIT,2.5244,1.5001,1.6828
1007,2026-04-28T23:39:47,2026-04-29T15:03:41,15.4,DOGE,LONG,,false,48,,,2x,0.099272,0.0978,0.1018,,,0.1018,TP1_HIT,2.5465,1.4828,1.7174
1013,2026-04-29T01:59:32,2026-04-29T15:03:41,13.07,DOGE,LONG,,false,40,,,2x,0.10017,0.0987,0.1027,,,0.1027,TP1_HIT,2.5257,1.4675,1.7211
978,2026-04-28T17:03:54,2026-04-29T15:10:47,22.11,JUP,LONG,,false,47,,,2x,0.18822,0.1842,0.195,,,0.1842,SL_HIT,-2.1358,2.1358,-1
985,2026-04-28T17:16:27,2026-04-29T15:10:47,21.91,DOT,LONG,,false,44,,,2x,1.239,1.219,1.273,,,1.219,SL_HIT,-1.6142,1.6142,-1
992,2026-04-28T19:09:03,2026-04-29T15:10:47,20.03,JUP,LONG,,false,44,,,2x,0.18948,0.1837,0.1991,,,0.1837,SL_HIT,-3.0505,3.0505,-1
1004,2026-04-28T23:09:15,2026-04-29T15:10:47,16.03,JUP,LONG,,false,36,,,2x,0.1891,0.1839,0.1978,,,0.1839,SL_HIT,-2.7499,2.7499,-1
1010,2026-04-29T01:11:25,2026-04-29T15:10:47,13.99,JUP,LONG,,false,46,,,2x,0.18826,0.1843,0.1949,,,0.1843,SL_HIT,-2.1035,2.1035,-1
1017,2026-04-29T15:09:53,2026-04-29T15:51:57,0.7,DOGE,LONG,,false,26,,,2x,0.10515,0.1036,0.1078,,,0.1036,SL_HIT,-1.4741,1.4741,-1
982,2026-04-28T17:12:20,2026-04-29T15:52:57,22.68,UNI,LONG,,false,38,,,2x,3.233,3.185,3.314,,,3.185,SL_HIT,-1.4847,1.4847,-1
983,2026-04-28T17:12:20,2026-04-29T15:52:57,22.68,UNI,LONG,,false,38,,,2x,3.233,3.185,3.314,,,3.185,SL_HIT,-1.4847,1.4847,-1
1020,2026-04-29T15:51:59,2026-04-29T15:52:57,0.02,JUP,LONG,,false,59,,,3x,0.1885,0.1822,0.199,,,0.1822,SL_HIT,-3.3422,3.3422,-1
997,2026-04-28T21:01:58,2026-04-29T16:25:21,19.39,WIF,SHORT,,false,26,,,2x,0.17916,0.1818,0.1747,,,0.1747,TP1_HIT,2.4894,1.4735,1.6894
991,2026-04-28T19:01:25,2026-04-29T16:55:58,21.91,WIF,SHORT,,false,43,,,2x,0.17896,0.1816,0.1745,,,0.1745,TP1_HIT,2.4922,1.4752,1.6894
977,2026-04-28T17:00:37,2026-04-29T17:00:58,24.01,WIF,SHORT,,false,36,,,2x,0.17746,0.1801,0.173,,,0.17529499,EXPIRED_WIN,1.22,1.4877,0.8201
979,2026-04-28T17:03:54,2026-04-29T17:09:05,24.09,ONDO,SHORT,,false,52,,,2x,0.26341,0.2708,0.251,,,0.26089496,EXPIRED_WIN,0.9548,2.8055,0.3403
980,2026-04-28T17:04:19,2026-04-29T17:09:05,24.08,HBAR,LONG,,false,34,,,2x,0.088888,0.0876,0.0911,,,0.08831298,EXPIRED_LOSS,-0.6469,1.449,-0.4464
986,2026-04-28T17:40:13,2026-04-29T17:40:50,24.01,APT,SHORT,,false,52,,,2x,0.9647,1.0207,0.8714,,,0.97519979,EXPIRED_LOSS,-1.0884,5.8049,-0.1875
987,2026-04-28T18:06:52,2026-04-29T18:06:58,24,TRUMP,SHORT,,false,44,,,2x,2.4692,2.759,1.987,,,2.35595014,EXPIRED_WIN,4.5865,11.7366,0.3908
988,2026-04-28T18:07:37,2026-04-29T18:07:58,24.01,AAVE,SHORT,,false,38,,,2x,96.53,98.906,92.57,,,94.13953108,EXPIRED_WIN,2.4764,2.4614,1.0061
989,2026-04-28T18:07:57,2026-04-29T18:07:58,24,NEAR,SHORT,,false,41,,,2x,1.34,1.366,1.296,,,1.31894994,EXPIRED_WIN,1.5709,1.9403,0.8096
993,2026-04-28T19:09:13,2026-04-29T18:09:58,23.01,HBAR,LONG,,false,39,,,2x,0.089192,0.0879,0.0914,,,0.0879,SL_HIT,-1.4486,1.4486,-1
998,2026-04-28T21:09:12,2026-04-29T18:09:58,21.01,JUP,LONG,,false,31,,,2x,0.18956,0.1771,0.2103,,,0.1771,SL_HIT,-6.5731,6.5731,-1
1000,2026-04-28T21:34:41,2026-04-29T18:09:58,20.59,HBAR,LONG,,false,28,,,2x,0.088995,0.0877,0.0912,,,0.0877,SL_HIT,-1.4551,1.4551,-1
1003,2026-04-28T23:04:10,2026-04-29T18:09:58,19.1,WIF,SHORT,,false,40,,,2x,0.17815,0.1808,0.1737,,,0.1737,TP1_HIT,2.4979,1.4875,1.6793
1008,2026-04-28T23:39:49,2026-04-29T18:09:58,18.5,HBAR,LONG,,false,38,,,2x,0.08884,0.0875,0.0911,,,0.0875,SL_HIT,-1.5083,1.5083,-1
1012,2026-04-29T01:56:57,2026-04-29T18:09:58,16.22,WIF,SHORT,,false,26,,,2x,0.17856,0.1812,0.1741,,,0.1741,TP1_HIT,2.4978,1.4785,1.6894
1014,2026-04-29T02:00:19,2026-04-29T18:09:58,16.16,HBAR,LONG,,false,38,,,2x,0.089205,0.0879,0.0914,,,0.0879,SL_HIT,-1.4629,1.4629,-1
1019,2026-04-29T15:16:39,2026-04-29T18:09:58,2.89,HBAR,LONG,,false,41,,,2x,0.088584,0.0873,0.0908,,,0.0873,SL_HIT,-1.4495,1.4495,-1
1026,2026-04-29T18:12:21,2026-04-29T18:57:11,0.75,INJ,SHORT,,false,50,,,2x,3.3866,3.437,3.302,,,3.437,SL_HIT,-1.4882,1.4882,-1
995,2026-04-28T19:12:48,2026-04-29T19:13:16,24.01,ONDO,SHORT,,false,59,,,3x,0.26417,0.2756,0.2452,,,0.25780007,EXPIRED_WIN,2.4113,4.3268,0.5573
996,2026-04-28T19:26:38,2026-04-29T19:27:16,24.01,ONDO,LONG,,false,27,,,2x,0.2783,0.2501,0.3253,,,0.25844496,EXPIRED_LOSS,-7.1344,10.133,-0.7041
1025,2026-04-29T18:12:16,2026-04-29T20:02:49,1.84,ONDO,SHORT,,false,47,,,2x,0.25499,0.2588,0.2486,,,0.2588,SL_HIT,-1.4942,1.4942,-1
1024,2026-04-29T18:10:10,2026-04-29T20:03:49,1.89,POL,SHORT,,false,39,,,2x,0.090083,0.0914,0.0878,,,0.0914,SL_HIT,-1.462,1.462,-1
999,2026-04-28T21:13:27,2026-04-29T21:13:51,24.01,ONDO,SHORT,,false,36,,,2x,0.26321,0.294,0.2119,,,0.26158494,EXPIRED_WIN,0.6174,11.6979,0.0528
1005,2026-04-28T23:18:59,2026-04-29T23:19:05,24,ONDO,SHORT,,false,41,,,3x,0.2637,0.2786,0.2388,,,0.26251994,EXPIRED_WIN,0.4475,5.6504,0.0792
1021,2026-04-29T17:11:16,2026-04-30T00:26:35,7.26,DOGE,LONG,,false,33,,,2x,0.10252,0.101,0.1051,,,0.1051,TP1_HIT,2.5166,1.4826,1.6974
1027,2026-04-29T19:12:52,2026-04-30T00:26:35,5.23,DOGE,LONG,,false,33,,,2x,0.10193,0.1004,0.1045,,,0.1045,TP1_HIT,2.5213,1.501,1.6797
1031,2026-04-29T22:15:45,2026-04-30T00:31:35,2.26,DOGE,LONG,,false,40,,,2x,0.10332,0.1018,0.1059,,,0.1059,TP1_HIT,2.4971,1.4712,1.6973
1035,2026-04-30T00:29:46,2026-04-30T01:03:01,0.55,DOGE,LONG,,false,30,,,2x,0.10566,0.1041,0.1083,,,0.1083,TP1_HIT,2.4986,1.4764,1.6924
1011,2026-04-29T01:19:55,2026-04-30T01:23:27,24.06,ONDO,SHORT,,false,44,,,3x,0.26419,0.2771,0.2427,,,0.26614501,EXPIRED_LOSS,-0.74,4.8866,-0.1514
1036,2026-04-30T00:30:13,2026-04-30T02:37:28,2.12,PENDLE,LONG,,false,34,,,2x,1.3166,1.297,1.35,,,1.297,SL_HIT,-1.4887,1.4887,-1
1018,2026-04-29T15:10:03,2026-04-30T03:46:10,12.6,WIF,SHORT,,false,49,,,2x,0.17806,0.1845,0.1673,,,0.1845,SL_HIT,-3.6168,3.6168,-1
1028,2026-04-29T19:14:42,2026-04-30T03:46:10,8.52,WIF,SHORT,,false,52,,,3x,0.1761,0.1836,0.1636,,,0.1836,SL_HIT,-4.2589,4.2589,-1
1030,2026-04-29T21:14:47,2026-04-30T03:46:10,6.52,WIF,SHORT,,false,46,,,3x,0.17851,0.1838,0.1697,,,0.1838,SL_HIT,-2.9634,2.9634,-1
1033,2026-04-29T23:15:31,2026-04-30T03:46:10,4.51,WIF,SHORT,,false,44,,,3x,0.17817,0.1838,0.1687,,,0.1838,SL_HIT,-3.1599,3.1599,-1
1038,2026-04-30T01:29:24,2026-04-30T03:46:10,2.28,WIF,SHORT,,false,51,,,2x,0.18053,0.1843,0.1742,,,0.1843,SL_HIT,-2.0883,2.0883,-1
1022,2026-04-29T17:14:39,2026-04-30T03:51:10,10.61,WIF,SHORT,,false,56,,,2x,0.1755,0.185,0.1597,,,0.185,SL_HIT,-5.4131,5.4131,-1
1037,2026-04-30T00:33:02,2026-04-30T10:02:46,9.5,JUP,LONG,,false,39,,,2x,0.18353,0.1796,0.1901,,,0.1796,SL_HIT,-2.1413,2.1413,-1
1041,2026-04-30T02:43:55,2026-04-30T10:04:46,7.35,JUP,LONG,,false,39,,,2x,0.18297,0.1794,0.189,,,0.1794,SL_HIT,-1.9511,1.9511,-1
1047,2026-04-30T10:06:48,2026-04-30T10:07:46,0.02,SEI,LONG,,false,69,,,2x,0.05954,0.0577,0.0626,,,0.0577,SL_HIT,-3.0904,3.0904,-1
1045,2026-04-30T10:03:52,2026-04-30T11:47:08,1.72,DOGE,LONG,,false,30,,,2x,0.1078,0.1062,0.1105,,,0.1062,SL_HIT,-1.4842,1.4842,-1
1053,2026-04-30T13:14:15,2026-04-30T13:14:52,0.01,SEI,LONG,,false,74,,,3x,0.05954,0.0576,0.0628,,,0.0576,SL_HIT,-3.2583,3.2583,-1
1023,2026-04-29T17:18:24,2026-04-30T17:48:02,24.49,HBAR,LONG,,false,41,,,2x,0.088376,0.0871,0.0906,,,0.08790602,EXPIRED_LOSS,-0.5318,1.4438,-0.3683
1052,2026-04-30T12:23:02,2026-04-30T17:52:02,5.48,WIF,SHORT,,false,49,,,2x,0.18159,0.1858,0.1745,,,0.1858,SL_HIT,-2.3184,2.3184,-1
1029,2026-04-29T19:26:59,2026-04-30T21:11:23,25.74,HBAR,LONG,,false,24,,,2x,0.087707,0.0864,0.0899,,,0.08754404,EXPIRED_LOSS,-0.1858,1.4902,-0.1247
1039,2026-04-30T02:40:31,2026-04-30T21:46:14,19.1,HBAR,LONG,,false,43,,,2x,0.0887,0.0874,0.0909,,,0.0874,SL_HIT,-1.4656,1.4656,-1
1032,2026-04-29T22:17:01,2026-04-30T21:49:14,23.54,HBAR,LONG,,false,28,,,2x,0.088635,0.0873,0.0909,,,0.0873,SL_HIT,-1.5062,1.5062,-1
1034,2026-04-30T00:29:08,2026-04-30T21:49:14,21.34,HBAR,LONG,,false,33,,,2x,0.088605,0.0873,0.0908,,,0.0873,SL_HIT,-1.4728,1.4728,-1
1048,2026-04-30T10:07:24,2026-04-30T21:53:14,11.76,TIA,LONG,,false,41,,,2x,0.36235,0.349,0.3846,,,0.349,SL_HIT,-3.6843,3.6843,-1
1040,2026-04-30T02:43:04,2026-05-01T11:20:10,32.62,DOGE,LONG,,false,30,,,2x,0.10535,0.1038,0.108,,,0.108,TP1_HIT,2.5154,1.4713,1.7096
1042,2026-04-30T03:49:12,2026-05-01T11:20:10,31.52,WIF,SHORT,,false,53,,,2x,0.18445,0.1872,0.1798,,,0.18646991,EXPIRED_LOSS,-1.0951,1.4909,-0.7345
1043,2026-04-30T04:45:51,2026-05-01T11:20:10,30.57,DOGE,LONG,,false,50,,,2x,0.10533,0.1038,0.108,,,0.108,TP1_HIT,2.5349,1.4526,1.7451
1044,2026-04-30T04:45:52,2026-05-01T11:20:10,30.57,HBAR,LONG,,false,28,,,2x,0.0879,0.0866,0.0901,,,0.08770302,EXPIRED_LOSS,-0.2241,1.479,-0.1515
1046,2026-04-30T10:03:58,2026-05-01T11:20:10,25.27,HBAR,LONG,,false,36,,,2x,0.088381,0.0871,0.0906,,,0.08770303,EXPIRED_LOSS,-0.7671,1.4494,-0.5293
1049,2026-04-30T10:14:02,2026-05-01T11:20:10,25.1,WIF,SHORT,,false,40,,,2x,0.18389,0.1866,0.1793,,,0.18646998,EXPIRED_LOSS,-1.403,1.4737,-0.952
1055,2026-04-30T17:52:53,2026-05-01T11:20:10,17.45,DOGE,LONG,,false,33,,,2x,0.10574,0.1042,0.1084,,,0.1084,TP1_HIT,2.5156,1.4564,1.7273
1050,2026-04-30T12:22:53,2026-05-01T11:31:10,23.14,DOGE,LONG,,false,26,,,2x,0.10645,0.1049,0.1091,,,0.1091,TP1_HIT,2.4894,1.4561,1.7096
1061,2026-05-01T11:22:34,2026-05-01T11:52:03,0.49,PENDLE,SHORT,,false,41,,,2x,1.5193,1.542,1.481,,,1.542,SL_HIT,-1.4941,1.4941,-1
1051,2026-04-30T12:22:55,2026-05-01T18:01:25,29.64,HBAR,LONG,,false,24,,,2x,0.08854,0.0872,0.0908,,,0.08791703,EXPIRED_LOSS,-0.7036,1.5134,-0.4649
1054,2026-04-30T17:50:13,2026-05-01T18:01:25,24.19,WIF,SHORT,,false,29,,,2x,0.18555,0.1883,0.1809,,,0.1883,SL_HIT,-1.4821,1.4821,-1
1057,2026-04-30T21:20:54,2026-05-01T18:01:25,20.68,WIF,SHORT,,false,34,,,2x,0.18526,0.1889,0.1791,,,0.1889,SL_HIT,-1.9648,1.9648,-1
1063,2026-05-01T11:22:42,2026-05-01T18:01:25,6.65,WIF,LONG,,false,28,,,2x,0.18655,0.1838,0.1912,,,0.1912,TP1_HIT,2.4926,1.4741,1.6909
1066,2026-05-01T11:35:02,2026-05-01T18:01:25,6.44,WIF,SHORT,,false,26,,,2x,0.18644,0.1892,0.1818,,,0.1892,SL_HIT,-1.4804,1.4804,-1
1068,2026-05-01T11:35:33,2026-05-01T18:01:25,6.43,UNI,SHORT,,false,26,,,2x,3.1982,3.246,3.118,,,3.246,SL_HIT,-1.4946,1.4946,-1
1072,2026-05-01T11:53:31,2026-05-01T18:11:25,6.3,ONDO,SHORT,,false,51,,,2x,0.26518,0.2719,0.2539,,,0.2719,SL_HIT,-2.5341,2.5341,-1
1056,2026-04-30T21:13:29,2026-05-02T11:34:50,38.36,DOGE,LONG,,false,38,,,2x,0.10666,0.1051,0.1093,,,0.10763498,EXPIRED_WIN,0.9141,1.4626,0.625
1058,2026-04-30T22:14:56,2026-05-02T11:34:50,37.33,SEI,SHORT,,false,39,,,3x,0.056995,0.0591,0.0534,,,0.05784502,EXPIRED_LOSS,-1.4914,3.6933,-0.4038
1059,2026-05-01T11:22:16,2026-05-02T11:34:50,24.21,ADA,LONG,,false,21,,,2x,0.24809,0.2444,0.2543,,,0.24832494,EXPIRED_WIN,0.0947,1.4874,0.0637
1060,2026-05-01T11:22:33,2026-05-02T11:34:50,24.2,APT,LONG,,false,24,,,2x,1.0108,0.98,1.063,,,0.99289974,EXPIRED_LOSS,-1.7709,3.0471,-0.5812
1062,2026-05-01T11:22:37,2026-05-02T11:34:50,24.2,DOT,SHORT,,false,33,,,2x,1.1994,1.217,1.169,,,1.20364947,EXPIRED_LOSS,-0.3543,1.4674,-0.2414
1064,2026-05-01T11:34:43,2026-05-02T11:34:50,24,ARB,SHORT,,false,35,,,2x,0.12475,0.1266,0.1216,,,0.12176997,EXPIRED_WIN,2.3888,1.483,1.6108
1065,2026-05-01T11:34:44,2026-05-02T11:34:50,24,XRP,SHORT,,false,42,,,2x,1.3757,1.396,1.341,,,1.38604939,EXPIRED_LOSS,-0.7523,1.4756,-0.5098
1074,2026-05-01T18:03:42,2026-05-02T11:34:50,17.52,ONDO,SHORT,,false,36,,,2x,0.27143,0.2755,0.2646,,,0.2755,SL_HIT,-1.4995,1.4995,-1
1075,2026-05-01T18:05:07,2026-05-02T11:34:50,17.5,TRUMP,LONG,,false,41,,,2x,2.3285,2.294,2.387,,,2.294,SL_HIT,-1.4816,1.4816,-1
1067,2026-05-01T11:35:08,2026-05-02T11:35:50,24.01,DOGE,SHORT,,false,28,,,2x,0.10901,0.1106,0.1063,,,0.10760497,EXPIRED_WIN,1.2889,1.4586,0.8837
1069,2026-05-01T11:49:10,2026-05-02T11:49:47,24.01,NEAR,LONG,,false,30,,,2x,1.296,1.277,1.328,,,1.27764994,EXPIRED_LOSS,-1.4159,1.466,-0.9658
1070,2026-05-01T11:49:59,2026-05-02T11:50:46,24.01,DOGE,LONG,,false,23,,,2x,0.10893,0.1073,0.1117,,,0.107415,EXPIRED_LOSS,-1.3908,1.4964,-0.9294
1071,2026-05-01T11:52:41,2026-05-02T11:54:59,24.04,HBAR,SHORT,,false,21,,,2x,0.087517,0.0888,0.0853,,,0.08764197,EXPIRED_LOSS,-0.1428,1.466,-0.0974
1082,2026-05-02T12:17:46,2026-05-02T12:18:14,0.01,SEI,LONG,,false,54,,,3x,0.06017,0.058,0.0638,,,0.058,SL_HIT,-3.6064,3.6064,-1
1083,2026-05-02T12:17:46,2026-05-02T12:18:14,0.01,JUP,LONG,,false,49,,,3x,0.1847,0.1777,0.1964,,,0.1777,SL_HIT,-3.7899,3.7899,-1
1078,2026-05-01T18:45:47,2026-05-02T12:21:14,17.59,DOGE,LONG,,false,51,,,2x,0.10899,0.1074,0.1117,,,0.1074,SL_HIT,-1.4588,1.4588,-1
1073,2026-05-01T18:03:41,2026-05-05T00:54:48,78.85,WIF,SHORT,,false,32,,,2x,0.19477,0.2004,0.1854,,,0.19166498,EXPIRED_WIN,1.5942,2.8906,0.5515
1076,2026-05-01T18:07:02,2026-05-05T00:54:48,78.8,TIA,SHORT,,false,44,,,2x,0.3575,0.3661,0.3431,,,0.36144001,EXPIRED_LOSS,-1.1021,2.4056,-0.4581
1077,2026-05-01T18:07:22,2026-05-05T00:54:48,78.79,JUP,SHORT,,false,59,,,3x,0.1795,0.1856,0.1693,,,0.17975004,EXPIRED_LOSS,-0.1393,3.3983,-0.041
1079,2026-05-02T11:37:23,2026-05-05T00:54:48,61.29,ONDO,SHORT,,false,40,,,2x,0.27686,0.281,0.2699,,,0.281,SL_HIT,-1.4953,1.4953,-1
1080,2026-05-02T11:37:47,2026-05-05T00:54:48,61.28,WIF,SHORT,,false,43,,,2x,0.18722,0.19,0.1825,,,0.19,SL_HIT,-1.4849,1.4849,-1
1081,2026-05-02T11:57:05,2026-05-05T00:54:48,60.96,DOGE,LONG,,false,30,,,2x,0.10769,0.1061,0.1104,,,0.1104,TP1_HIT,2.5165,1.4765,1.7044
1084,2026-05-05T00:56:50,2026-05-07T21:46:18,68.82,WIF,SHORT,,false,48,,,2x,0.1914,0.2029,0.1723,,,0.2029,SL_HIT,-6.0084,6.0084,-1
1085,2026-05-05T00:57:06,2026-05-07T21:46:18,68.82,ONDO,SHORT,,false,26,,,2x,0.31167,0.3163,0.3039,,,0.3163,SL_HIT,-1.4855,1.4855,-1
1086,2026-05-05T00:58:15,2026-05-07T21:46:18,68.8,DOGE,LONG,,false,40,,,2x,0.11084,0.1092,0.1136,,,0.1092,SL_HIT,-1.4796,1.4796,-1
1087,2026-05-05T00:59:20,2026-05-07T21:46:18,68.78,XRP,LONG,,false,55,,,2x,1.3955,1.375,1.43,,,1.38424948,EXPIRED_LOSS,-0.8062,1.469,-0.5488
1088,2026-05-05T01:00:26,2026-05-07T21:46:18,68.76,JUP,LONG,,false,36,,,3x,0.17946,0.1609,0.2104,,,0.20349005,EXPIRED_WIN,13.3902,10.3421,1.2947
1089,2026-05-05T01:10:18,2026-05-07T21:46:18,68.6,ARB,LONG,,false,33,,,2x,0.11724,0.1155,0.1202,,,0.1202,TP1_HIT,2.5247,1.4841,1.7012
1090,2026-05-05T01:13:48,2026-05-07T21:46:18,68.54,ADA,SHORT,,false,24,,,2x,0.25077,0.2545,0.2445,,,0.2545,SL_HIT,-1.4874,1.4874,-1
1091,2026-05-07T21:48:25,2026-05-14T16:24:38,162.6,WIF,SHORT,,false,33,,,2x,0.21726,0.2205,0.2118,,,0.2205,SL_HIT,-1.4913,1.4913,-1
1092,2026-05-07T21:48:26,2026-05-14T16:24:38,162.6,UNI,LONG,,false,21,,,2x,3.421,3.37,3.507,,,3.507,TP1_HIT,2.5139,1.4908,1.6863
1093,2026-05-07T21:48:27,2026-05-14T16:24:38,162.6,JUP,LONG,,false,36,,,2x,0.20364,0.1505,0.2923,,,0.22757992,EXPIRED_WIN,11.756,26.0951,0.4505
1094,2026-05-07T21:48:36,2026-05-14T16:24:38,162.6,APT,SHORT,,false,36,,,2x,1.0234,1.039,0.997,,,1.039,SL_HIT,-1.5243,1.5243,-1
1095,2026-05-07T21:49:06,2026-05-14T16:24:38,162.59,OP,SHORT,,false,33,,,2x,0.14691,0.1491,0.1432,,,0.14735999,EXPIRED_LOSS,-0.3063,1.4907,-0.2055
1098,2026-05-14T16:26:41,2026-05-14T16:52:45,0.43,NEAR,LONG,,false,36,,,2x,1.6201,1.596,1.661,,,1.596,SL_HIT,-1.4876,1.4876,-1
1099,2026-05-14T16:26:41,2026-05-14T16:52:45,0.43,SUI,LONG,,false,36,,,2x,1.2152,1.197,1.246,,,1.197,SL_HIT,-1.4977,1.4977,-1
1107,2026-05-14T16:56:55,2026-05-14T17:59:29,1.04,PENDLE,LONG,,false,31,,,2x,2.0047,1.975,2.055,,,2.055,TP1_HIT,2.5091,1.4815,1.6936
1117,2026-05-14T17:14:30,2026-05-14T17:59:29,0.75,PENDLE,SHORT,,false,32,,,2x,2.0318,2.062,1.981,,,2.062,SL_HIT,-1.4864,1.4864,-1
1120,2026-05-14T17:17:41,2026-05-14T18:04:29,0.78,ONDO,LONG,,false,24,,,2x,0.40251,0.3965,0.4126,,,0.3965,SL_HIT,-1.4931,1.4931,-1
1121,2026-05-14T18:05:01,2026-05-14T18:05:29,0.01,SEI,LONG,,false,69,,,3x,0.07118,0.0679,0.0767,,,0.0679,SL_HIT,-4.608,4.608,-1
1101,2026-05-14T16:44:52,2026-05-14T18:07:29,1.38,XRP,SHORT,,false,38,,,2x,1.471,1.493,1.434,,,1.493,SL_HIT,-1.4956,1.4956,-1
1097,2026-05-14T16:26:40,2026-05-14T18:20:29,1.9,XRP,LONG,,false,45,,,2x,1.4737,1.452,1.511,,,1.511,TP1_HIT,2.531,1.4725,1.7188
1111,2026-05-14T17:02:33,2026-05-14T18:26:29,1.4,DOGE,SHORT,,false,31,,,2x,0.1161,0.1178,0.1132,,,0.1178,SL_HIT,-1.4643,1.4643,-1
1112,2026-05-14T17:02:40,2026-05-14T18:26:29,1.4,ADA,SHORT,,false,29,,,2x,0.27184,0.2759,0.265,,,0.2759,SL_HIT,-1.4935,1.4935,-1
1110,2026-05-14T16:57:02,2026-05-14T18:28:29,1.52,DOGE,LONG,,false,26,,,2x,0.11551,0.1138,0.1184,,,0.1184,TP1_HIT,2.5019,1.4804,1.69
1096,2026-05-14T16:26:40,2026-05-15T12:28:55,20.04,ARB,LONG,,false,38,,,2x,0.13481,0.1328,0.1382,,,0.1328,SL_HIT,-1.491,1.491,-1
1100,2026-05-14T16:26:42,2026-05-15T12:28:55,20.04,JUP,LONG,,false,51,,,2x,0.22808,0.2166,0.2472,,,0.2166,SL_HIT,-5.0333,5.0333,-1
1102,2026-05-14T16:44:53,2026-05-15T12:28:55,19.73,NEAR,SHORT,,false,38,,,2x,1.6182,1.642,1.578,,,1.578,TP1_HIT,2.4842,1.4708,1.689
1104,2026-05-14T16:44:54,2026-05-15T12:28:55,19.73,HBAR,SHORT,,false,36,,,2x,0.095901,0.0973,0.0935,,,0.0935,TP1_HIT,2.5036,1.4588,1.7162
1106,2026-05-14T16:56:52,2026-05-15T12:28:55,19.53,WIF,LONG,,false,24,,,2x,0.22436,0.221,0.23,,,0.221,SL_HIT,-1.4976,1.4976,-1
1108,2026-05-14T16:56:55,2026-05-15T12:28:55,19.53,HBAR,LONG,,false,31,,,2x,0.095399,0.094,0.0978,,,0.094,SL_HIT,-1.4665,1.4665,-1
1109,2026-05-14T16:56:58,2026-05-15T12:28:55,19.53,APT,LONG,,false,27,,,2x,1.0546,1.036,1.086,,,1.036,SL_HIT,-1.7637,1.7637,-1
1113,2026-05-14T17:02:43,2026-05-15T12:28:55,19.44,WIF,SHORT,,false,29,,,2x,0.22595,0.2293,0.2203,,,0.2203,TP1_HIT,2.5006,1.4826,1.6866
1115,2026-05-14T17:02:45,2026-05-15T12:28:55,19.44,TRUMP,SHORT,,false,24,,,2x,2.4158,2.452,2.355,,,2.355,TP1_HIT,2.5168,1.4985,1.6795
1116,2026-05-14T17:14:10,2026-05-15T12:28:55,19.25,SUI,SHORT,,false,38,,,2x,1.2083,1.226,1.178,,,1.178,TP1_HIT,2.5077,1.4649,1.7119
1118,2026-05-14T17:15:35,2026-05-15T12:28:55,19.22,ARB,SHORT,,false,32,,,2x,0.13419,0.1362,0.1308,,,0.1308,TP1_HIT,2.5263,1.4979,1.6866
