id,source,token,direction,trade_type,entry_price,tp1_price,tp2_price,tp3_price,stop_loss,leverage,conviction,edge_score,kronos,kill_clock_hours,kill_clock_expires,outcome,pnl_pct,resolved_at,archetype,classification_source,scope,created_at
1211,signals_tab,AAVE,LONG,,92.90200000,96.75000000,,,90.59300000,2x,34,,f,24,2026-05-16 23:59:12.482,SL_HIT,-2.4854,2026-05-18 11:56:25.621,,,global,2026-05-15 23:59:12.484738
1210,signals_tab,SUI,SHORT,,1.09890000,1.07100000,,,1.11500000,2x,30,,f,24,2026-05-16 23:58:32.971,TP1_HIT,2.5389,2026-05-18 11:56:25.621,,,global,2026-05-15 23:58:32.973289
1209,signals_tab,JUP,LONG,,0.21023000,0.21550000,,,0.20710000,2x,28,,f,24,2026-05-16 23:55:36.473,SL_HIT,-1.4888,2026-05-18 11:56:25.621,,,global,2026-05-15 23:55:36.477898
1208,signals_tab,WIF,SHORT,,0.20465000,0.19950000,,,0.20770000,2x,26,,f,24,2026-05-16 23:55:10.024,TP1_HIT,2.5165,2026-05-18 11:56:25.621,,,global,2026-05-15 23:55:10.033041
1176,signals_tab,WIF,SHORT,,0.20535000,0.20020000,,,0.20840000,2x,33,,f,24,2026-05-16 21:22:49.726,TP1_HIT,2.5079,2026-05-18 11:56:25.621,,,global,2026-05-15 21:22:49.729149
1175,signals_tab,SUI,SHORT,,1.09580000,1.06800000,,,1.11200000,2x,70,,f,24,2026-05-16 21:20:51.396,TP1_HIT,2.5370,2026-05-18 11:56:25.621,,,global,2026-05-15 21:20:51.399488
1174,signals_tab,DOGE,LONG,,0.11327000,0.11610000,,,0.11160000,2x,33,,f,24,2026-05-16 21:18:39.459,SL_HIT,-1.4744,2026-05-18 11:56:25.621,,,global,2026-05-15 21:18:39.461711
1173,signals_tab,JUP,LONG,,0.21033000,0.21560000,,,0.20720000,2x,41,,f,24,2026-05-16 19:48:11.18,SL_HIT,-1.4881,2026-05-18 11:56:25.621,,,global,2026-05-15 19:48:11.182282
1172,signals_tab,WIF,SHORT,,0.20722000,0.20200000,,,0.21030000,2x,36,,f,24,2026-05-16 18:46:03.925,TP1_HIT,2.5191,2026-05-18 11:56:25.621,,,global,2026-05-15 18:46:03.926621
1171,signals_tab,SUI,SHORT,,1.10170000,1.07400000,,,1.11800000,2x,38,,f,24,2026-05-16 18:43:04.265,TP1_HIT,2.5143,2026-05-18 11:56:25.621,,,global,2026-05-15 18:43:04.267162
1170,signals_tab,DOGE,LONG,,0.11325000,0.11610000,,,0.11160000,2x,41,,f,24,2026-05-16 18:39:33.73,SL_HIT,-1.4570,2026-05-18 11:56:25.621,,,global,2026-05-15 18:39:33.732255
1169,signals_tab,JUP,LONG,,0.21113000,0.21640000,,,0.20800000,2x,38,,f,24,2026-05-16 17:11:20.692,SL_HIT,-1.4825,2026-05-18 11:56:25.621,,,global,2026-05-15 17:11:20.694073
1168,signals_tab,UNI,LONG,,3.63240000,3.77500000,,,3.54700000,2x,37,,f,24,2026-05-16 17:07:15.35,SL_HIT,-2.3511,2026-05-18 11:56:25.621,,,global,2026-05-15 17:07:15.353224
1167,signals_tab,TIA,LONG,,0.42171000,0.43430000,,,0.41420000,2x,47,,f,24,2026-05-16 15:47:01.204,SL_HIT,-1.7808,2026-05-18 11:56:25.621,,,global,2026-05-15 15:47:01.206526
1166,signals_tab,DOGE,LONG,,0.11114000,0.11390000,,,0.10950000,2x,38,,f,24,2026-05-16 15:44:05.783,SL_HIT,-1.4756,2026-05-18 11:56:25.621,,,global,2026-05-15 15:44:05.785335
1165,signals_tab,SUI,SHORT,,1.09460000,1.06700000,,,1.11100000,2x,46,,f,24,2026-05-16 15:43:41.067,TP1_HIT,2.5215,2026-05-18 11:56:25.621,,,global,2026-05-15 15:43:41.072806
1164,signals_tab,ONDO,SHORT,,0.36245000,0.35160000,,,0.36890000,2x,56,,f,24,2026-05-16 15:43:37.345,SL_HIT,-1.7796,2026-05-15 17:25:48.589,,,global,2026-05-15 15:43:37.348254
1163,signals_tab,WIF,SHORT,,0.20300000,0.19790000,,,0.20600000,2x,43,,f,24,2026-05-16 15:43:35.459,SL_HIT,-1.4778,2026-05-15 17:06:48.491,,,global,2026-05-15 15:43:35.461496
1162,signals_tab,JUP,LONG,,0.21621000,0.22160000,,,0.21300000,2x,41,,f,24,2026-05-16 12:33:18.171,SL_HIT,-1.4847,2026-05-15 15:41:03.611,,,global,2026-05-15 12:33:18.173715
1161,signals_tab,DOGE,LONG,,0.11420000,0.11710000,,,0.11250000,2x,33,,f,24,2026-05-16 12:31:46.653,SL_HIT,-1.4886,2026-05-15 15:41:03.611,,,global,2026-05-15 12:31:46.65503
1160,signals_tab,SUI,SHORT,,1.12750000,1.09900000,,,1.14400000,2x,38,,f,24,2026-05-16 12:31:07.486,TP1_HIT,2.5277,2026-05-15 15:41:03.611,,,global,2026-05-15 12:31:07.488329
1159,signals_tab,APT,SHORT,,1.01270000,0.90600000,,,1.07700000,2x,34,,f,24,2026-05-16 12:30:58.225,EXPIRED_WIN,8.1465,2026-05-18 11:56:25.621,,,global,2026-05-15 12:30:58.227503
1158,signals_tab,WIF,SHORT,,0.20968000,0.20440000,,,0.21280000,2x,43,,f,24,2026-05-16 12:30:56.795,TP1_HIT,2.5181,2026-05-15 15:41:03.611,,,global,2026-05-15 12:30:56.797534
1125,signals_tab,JUP,LONG,,0.22679000,0.24100000,,,0.21830000,3x,59,,f,24,2026-05-15 18:26:55.876,SL_HIT,-3.7436,2026-05-15 12:28:55.208,,,global,2026-05-14 18:26:55.884478
1124,signals_tab,ADA,LONG,,0.27196000,0.27880000,,,0.26790000,2x,41,,f,24,2026-05-15 18:07:21.536,SL_HIT,-1.4929,2026-05-15 12:28:55.208,,,global,2026-05-14 18:07:21.539663
1123,signals_tab,TIA,SHORT,,0.47296000,0.45800000,,,0.48190000,2x,71,,f,24,2026-05-15 18:05:06.734,TP1_HIT,3.1631,2026-05-15 12:28:55.208,,,global,2026-05-14 18:05:06.735913
1122,signals_tab,TRUMP,LONG,,2.42400000,2.48500000,,,2.38800000,2x,56,,f,24,2026-05-15 18:05:01.555,SL_HIT,-1.4851,2026-05-15 12:28:55.208,,,global,2026-05-14 18:05:01.557162
1121,signals_tab,SEI,LONG,,0.07118000,0.07670000,,,0.06790000,3x,69,,f,24,2026-05-15 18:05:01.044,SL_HIT,-4.6080,2026-05-14 18:05:29.472,,,global,2026-05-14 18:05:01.047225
1120,signals_tab,ONDO,LONG,,0.40251000,0.41260000,,,0.39650000,2x,24,,f,24,2026-05-15 17:17:41.358,SL_HIT,-1.4931,2026-05-14 18:04:29.481,,,global,2026-05-14 17:17:41.360593
1119,signals_tab,SEI,SHORT,,0.06738900,0.06170000,,,0.07080000,3x,59,,f,24,2026-05-15 17:17:41.071,EXPIRED_WIN,5.2739,2026-05-15 17:17:48.534,,,global,2026-05-14 17:17:41.072767
1118,signals_tab,ARB,SHORT,,0.13419000,0.13080000,,,0.13620000,2x,32,,f,24,2026-05-15 17:15:35.645,TP1_HIT,2.5263,2026-05-15 12:28:55.208,,,global,2026-05-14 17:15:35.647262
